YYYY;MM;DD;qobs;qc_flag
1993;8;15;47.8;40
1993;8;16;46.6;40
1993;8;17;46.6;40
1993;8;18;69.9;40
1993;8;19;62.9;40
1993;8;20;55.0;40
1993;8;21;53.8;40
1993;8;22;47.8;40
1993;8;23;48.9;40
1993;8;24;52.5;40
1993;8;25;51.3;40
1993;8;26;50.1;40
1993;8;27;53.8;40
1993;8;28;55.0;40
1993;8;29;52.5;40
1993;8;30;55.0;40
1993;8;31;60.2;40
1993;9;1;61.5;40
1993;9;2;56.3;40
1993;9;3;55.0;40
1993;9;4;52.5;40
1993;9;5;50.1;40
1993;9;6;48.9;40
1993;9;7;45.4;40
1993;9;8;43.2;40
1993;9;9;44.3;40
1993;9;10;51.3;40
1993;9;11;86.6;40
1993;9;12;60.2;40
1993;9;13;52.5;40
1993;9;14;48.9;40
1993;9;15;44.3;40
1993;9;16;41.0;40
1993;9;17;37.9;40
1993;9;18;41.0;40
1993;9;19;86.6;40
1993;9;20;83.4;40
1993;9;21;62.9;40
1993;9;22;52.5;40
1993;9;23;53.8;40
1993;9;24;47.8;40
1993;9;25;42.1;40
1993;9;26;42.1;40
1993;9;27;53.8;40
1993;9;28;48.9;40
1993;9;29;41.0;40
1993;9;30;43.2;40
1993;10;1;55.0;40
1993;10;2;52.5;40
1993;10;3;51.3;40
1993;10;4;43.2;40
1993;10;5;35.8;40
1993;10;6;33.9;40
1993;10;7;32.9;40
1993;10;8;32.9;40
1993;10;9;32.0;40
1993;10;10;31.0;40
1993;10;11;30.1;40
1993;10;12;27.4;40
1993;10;13;27.4;40
1993;10;14;24.9;40
1993;10;15;24.9;40
1993;10;16;27.4;40
1993;10;17;27.4;40
1993;10;18;26.6;40
1993;10;19;24.9;40
1993;10;20;23.3;40
1993;10;21;25.7;40
1993;10;22;41.0;40
1993;10;23;27.4;40
1993;10;24;32.9;40
1993;10;25;41.0;40
1993;10;26;48.9;40
1993;10;27;40.0;40
1993;10;28;33.9;40
1993;10;29;42.1;40
1993;10;30;35.8;40
1993;10;31;34.8;40
1993;11;1;41.0;40
1993;11;2;46.6;40
1993;11;3;45.4;40
1993;11;4;75.7;40
1993;11;5;55.0;40
1993;11;6;53.8;40
1993;11;7;44.3;40
1993;11;8;43.2;40
1993;11;9;36.8;40
1993;11;10;28.3;40
1993;11;11;29.02;120
1993;11;12;28.53;120
1993;11;13;28.36;120
1993;11;14;28.43;120
1993;11;15;28.12;120
1993;11;16;29.76;120
1993;11;17;29.71;120
1993;11;18;28.04;120
1993;11;19;27.93;120
1993;11;20;29.66;120
1993;11;21;31.97;120
1993;11;22;28.84;120
1993;11;23;28.18;120
1993;11;24;28.36;120
1993;11;25;28.22;120
1993;11;26;28.48;120
1993;11;27;29.95;120
1993;11;28;33.58;120
1993;11;29;38.17;120
1993;11;30;38.17;120
1993;12;1;33.05;120
1993;12;2;30.5;120
1993;12;3;29.11;120
1993;12;4;29.19;120
1993;12;5;28.96;120
1993;12;6;28.04;120
1993;12;7;27.49;120
1993;12;8;27.1;120
1993;12;9;26.93;120
1993;12;10;26.79;120
1993;12;11;26.66;120
1993;12;12;26.53;120
1993;12;13;26.4;120
1993;12;14;26.26;120
1993;12;15;26.13;120
1993;12;16;26.0;120
1993;12;17;25.87;120
1993;12;18;25.74;120
1993;12;19;25.61;120
1993;12;20;25.49;120
1993;12;21;25.35;120
1993;12;22;25.23;120
1993;12;23;25.1;120
1993;12;24;24.98;120
1993;12;25;24.85;120
1993;12;26;24.75;120
1993;12;27;24.62;120
1993;12;28;24.53;120
1993;12;29;24.4;120
1993;12;30;24.28;120
1993;12;31;24.17;120
1994;1;1;24.05;120
1994;1;2;23.93;120
1994;1;3;23.8;120
1994;1;4;23.69;120
1994;1;5;23.57;120
1994;1;6;23.45;120
1994;1;7;23.33;120
1994;1;8;23.22;120
1994;1;9;23.1;120
1994;1;10;22.99;120
1994;1;11;22.94;120
1994;1;12;22.83;120
1994;1;13;22.72;120
1994;1;14;22.6;120
1994;1;15;22.49;120
1994;1;16;22.38;120
1994;1;17;22.28;120
1994;1;18;22.17;120
1994;1;19;22.05;120
1994;1;20;21.94;120
1994;1;21;21.83;120
1994;1;22;21.73;120
1994;1;23;21.62;120
1994;1;24;21.51;120
1994;1;25;21.4;120
1994;1;26;21.29;120
1994;1;27;21.19;120
1994;1;28;21.08;120
1994;1;29;20.98;120
1994;1;30;20.87;120
1994;1;31;20.77;120
1994;2;1;20.67;120
1994;2;2;20.56;120
1994;2;3;20.46;120
1994;2;4;20.36;120
1994;2;5;20.27;120
1994;2;6;20.19;120
1994;2;7;20.11;120
1994;2;8;20.05;120
1994;2;9;19.94;120
1994;2;10;19.84;120
1994;2;11;19.74;120
1994;2;12;19.65;120
1994;2;13;19.56;120
1994;2;14;19.46;120
1994;2;15;19.36;120
1994;2;16;19.27;120
1994;2;17;19.28;120
1994;2;18;20.67;120
1994;2;19;25.69;120
1994;2;20;33.38;120
1994;2;21;36.64;120
1994;2;22;32.79;120
1994;2;23;28.15;120
1994;2;24;24.39;120
1994;2;25;22.82;120
1994;2;26;22.3;120
1994;2;27;21.42;120
1994;2;28;20.53;120
1994;3;1;19.77;120
1994;3;2;19.33;120
1994;3;3;19.13;120
1994;3;4;19.03;120
1994;3;5;18.93;120
1994;3;6;18.83;120
1994;3;7;18.74;120
1994;3;8;18.65;120
1994;3;9;18.55;120
1994;3;10;18.46;120
1994;3;11;18.37;120
1994;3;12;18.27;120
1994;3;13;18.18;120
1994;3;14;18.09;120
1994;3;15;18.0;120
1994;3;16;17.91;120
1994;3;17;17.82;120
1994;3;18;17.74;120
1994;3;19;17.65;120
1994;3;20;17.56;120
1994;3;21;17.47;120
1994;3;22;17.38;120
1994;3;23;17.3;120
1994;3;24;17.21;120
1994;3;25;17.12;120
1994;3;26;17.04;120
1994;3;27;16.97;120
1994;3;28;16.89;120
1994;3;29;16.8;120
1994;3;30;16.72;120
1994;3;31;16.64;120
1994;4;1;16.56;120
1994;4;2;16.47;120
1994;4;3;16.39;120
1994;4;4;16.31;120
1994;4;5;16.23;120
1994;4;6;16.15;120
1994;4;7;16.07;120
1994;4;8;15.98;120
1994;4;9;15.91;120
1994;4;10;15.83;120
1994;4;11;15.75;120
1994;4;12;15.67;120
1994;4;13;15.63;120
1994;4;14;16.13;120
1994;4;15;17.74;120
1994;4;16;16.7;120
1994;4;17;16.42;120
1994;4;18;16.91;120
1994;4;19;16.69;120
1994;4;20;16.1;120
1994;4;21;15.77;120
1994;4;22;15.65;120
1994;4;23;12.3;100
1994;4;24;12.3;100
1994;4;25;12.3;40
1994;4;26;12.3;100
1994;4;27;12.3;100
1994;4;28;15.15;120
1994;4;29;15.08;120
1994;4;30;14.8;40
1994;5;1;16.1;40
1994;5;2;21.0;40
1994;5;3;21.0;40
1994;5;4;21.7;40
1994;5;5;27.4;40
1994;5;6;36.8;40
1994;5;7;35.8;40
1994;5;8;32.0;40
1994;5;9;30.1;40
1994;5;10;31.0;40
1994;5;11;41.0;40
1994;5;12;45.4;40
1994;5;13;45.4;40
1994;5;14;43.2;40
1994;5;15;43.2;40
1994;5;16;42.1;40
1994;5;17;38.9;40
1994;5;18;38.9;40
1994;5;19;38.9;40
1994;5;20;36.8;40
1994;5;21;37.9;40
1994;5;22;40.0;40
1994;5;23;42.1;40
1994;5;24;44.3;40
1994;5;25;44.3;40
1994;5;26;47.8;40
1994;5;27;47.8;40
1994;5;28;52.5;40
1994;5;29;68.4;40
1994;5;30;94.9;40
1994;5;31;85.0;40
1994;6;1;65.6;40
1994;6;2;53.8;40
1994;6;3;48.9;40
1994;6;4;47.8;40
1994;6;5;50.1;40
1994;6;6;55.0;40
1994;6;7;55.0;40
1994;6;8;58.9;40
1994;6;9;65.6;40
1994;6;10;102.0;40
1994;6;11;118.0;40
1994;6;12;100.0;40
1994;6;13;96.6;40
1994;6;14;72.8;40
1994;6;15;68.4;40
1994;6;16;71.3;40
1994;6;17;78.8;40
1994;6;18;100.0;40
1994;6;19;102.0;40
1994;6;20;93.2;40
1994;6;21;85.0;40
1994;6;22;83.4;40
1994;6;23;81.8;40
1994;6;24;78.8;40
1994;6;25;78.8;40
1994;6;26;80.3;40
1994;6;27;81.8;40
1994;6;28;81.8;40
1994;6;29;83.4;40
1994;6;30;94.9;40
1994;7;1;98.3;40
1994;7;2;94.9;40
1994;7;3;104.0;40
1994;7;4;102.0;40
1994;7;5;105.0;40
1994;7;6;114.0;40
1994;7;7;118.0;40
1994;7;8;114.0;40
1994;7;9;118.0;40
1994;7;10;116.0;40
1994;7;11;128.0;40
1994;7;12;109.0;40
1994;7;13;102.0;40
1994;7;14;111.0;40
1994;7;15;104.0;40
1994;7;16;104.0;40
1994;7;17;104.0;40
1994;7;18;113.0;40
1994;7;19;105.0;40
1994;7;20;105.0;40
1994;7;21;96.6;40
1994;7;22;81.8;40
1994;7;23;86.6;40
1994;7;24;88.2;40
1994;7;25;114.0;40
1994;7;26;124.0;40
1994;7;27;136.0;40
1994;7;28;111.0;40
1994;7;29;105.0;40
1994;7;30;149.0;40
1994;7;31;136.0;40
1994;8;1;104.0;40
1994;8;2;83.4;40
1994;8;3;78.8;40
1994;8;4;78.8;40
1994;8;5;77.2;40
1994;8;6;78.8;40
1994;8;7;78.8;40
1994;8;8;81.8;40
1994;8;9;85.0;40
1994;8;10;83.4;40
1994;8;11;71.3;40
1994;8;12;57.6;40
1994;8;13;51.3;40
1994;8;14;53.8;40
1994;8;15;65.6;40
1994;8;16;58.9;40
1994;8;17;53.8;40
1994;8;18;51.3;40
1994;8;19;50.1;40
1994;8;20;53.8;40
1994;8;21;50.1;40
1994;8;22;48.9;40
1994;8;23;47.8;40
1994;8;24;48.9;40
1994;8;25;56.3;40
1994;8;26;69.9;40
1994;8;27;65.6;40
1994;8;28;55.0;40
1994;8;29;51.3;40
1994;8;30;47.8;40
1994;8;31;44.3;40
1994;9;1;47.8;40
1994;9;2;65.6;40
1994;9;3;52.5;40
1994;9;4;71.3;40
1994;9;5;69.9;40
1994;9;6;88.2;40
1994;9;7;68.4;40
1994;9;8;58.9;40
1994;9;9;50.1;40
1994;9;10;44.3;40
1994;9;11;41.0;40
1994;9;12;37.9;40
1994;9;13;35.8;40
1994;9;14;32.9;40
1994;9;15;31.0;40
1994;9;16;31.0;40
1994;9;17;30.1;40
1994;9;18;32.0;40
1994;9;19;32.0;40
1994;9;20;32.0;40
1994;9;21;38.9;40
1994;9;22;38.9;40
1994;9;23;35.8;40
1994;9;24;32.0;40
1994;9;25;37.9;40
1994;9;26;33.9;40
1994;9;27;28.3;40
1994;9;28;28.3;40
1994;9;29;26.6;40
1994;9;30;24.9;40
1994;10;1;24.1;40
1994;10;2;24.1;40
1994;10;3;23.3;40
1994;10;4;24.1;40
1994;10;5;27.4;40
1994;10;6;57.6;40
1994;10;7;42.1;40
1994;10;8;32.9;40
1994;10;9;38.9;40
1994;10;10;47.8;40
1994;10;11;35.8;40
1994;10;12;50.1;40
1994;10;13;72.8;40
1994;10;14;50.1;40
1994;10;15;37.9;40
1994;10;16;35.8;40
1994;10;17;34.8;40
1994;10;18;40.0;40
1994;10;19;46.6;40
1994;10;20;47.8;40
1994;10;21;45.4;40
1994;10;22;41.0;40
1994;10;23;35.8;40
1994;10;24;31.0;40
1994;10;25;32.0;40
1994;10;26;29.2;40
1994;10;27;25.7;40
1994;10;28;28.3;40
1994;10;29;25.7;40
1994;10;30;24.9;40
1994;10;31;24.9;40
1994;11;1;26.6;40
1994;11;2;24.9;40
1994;11;3;25.7;40
1994;11;4;23.3;40
1994;11;5;24.9;40
1994;11;6;24.9;40
1994;11;7;32.0;40
1994;11;8;47.8;40
1994;11;9;50.1;40
1994;11;10;36.8;40
1994;11;11;29.2;40
1994;11;12;25.7;40
1994;11;13;29.2;40
1994;11;14;25.7;40
1994;11;15;26.64;120
1994;11;16;26.03;120
1994;11;17;25.73;120
1994;11;18;25.6;120
1994;11;19;25.47;120
1994;11;20;25.35;120
1994;11;21;27.03;120
1994;11;22;31.22;120
1994;11;23;26.08;120
1994;11;24;25.63;120
1994;11;25;26.6;40
1994;11;26;37.9;40
1994;11;27;34.8;40
1994;11;28;31.0;40
1994;11;29;77.2;40
1994;11;30;57.6;40
1994;12;1;43.2;40
1994;12;2;88.2;40
1994;12;3;57.6;40
1994;12;4;41.0;40
1994;12;5;40.0;40
1994;12;6;35.8;40
1994;12;7;27.37;120
1994;12;8;27.42;120
1994;12;9;26.49;120
1994;12;10;25.73;120
1994;12;11;25.33;120
1994;12;12;25.18;120
1994;12;13;25.05;120
1994;12;14;24.93;120
1994;12;15;24.8;120
1994;12;16;24.68;120
1994;12;17;24.56;120
1994;12;18;24.43;120
1994;12;19;24.31;120
1994;12;20;24.19;120
1994;12;21;24.07;120
1994;12;22;23.95;120
1994;12;23;23.83;120
1994;12;24;23.71;120
1994;12;25;23.59;120
1994;12;26;23.47;120
1994;12;27;23.36;120
1994;12;28;23.24;120
1994;12;29;23.12;120
1994;12;30;23.01;120
1994;12;31;22.9;120
1995;1;1;22.78;120
1995;1;2;22.67;120
1995;1;3;22.82;120
1995;1;4;22.72;120
1995;1;5;22.51;120
1995;1;6;22.41;120
1995;1;7;22.29;120
1995;1;8;22.21;120
1995;1;9;22.11;120
1995;1;10;21.99;120
1995;1;11;21.87;120
1995;1;12;21.77;120
1995;1;13;21.66;120
1995;1;14;21.55;120
1995;1;15;21.44;120
1995;1;16;21.33;120
1995;1;17;21.23;120
1995;1;18;21.12;120
1995;1;19;21.02;120
1995;1;20;20.91;120
1995;1;21;20.8;120
1995;1;22;20.7;120
1995;1;23;20.6;120
1995;1;24;20.5;120
1995;1;25;20.39;120
1995;1;26;20.29;120
1995;1;27;20.19;120
1995;1;28;20.09;120
1995;1;29;19.99;120
1995;1;30;19.89;120
1995;1;31;19.79;120
1995;2;1;19.69;120
1995;2;2;19.59;120
1995;2;3;19.52;120
1995;2;4;19.42;120
1995;2;5;19.32;120
1995;2;6;19.23;120
1995;2;7;19.14;120
1995;2;8;19.04;120
1995;2;9;18.94;120
1995;2;10;18.85;120
1995;2;11;18.76;120
1995;2;12;18.67;120
1995;2;13;18.57;120
1995;2;14;18.48;120
1995;2;15;18.38;120
1995;2;16;18.29;120
1995;2;17;18.2;120
1995;2;18;18.11;120
1995;2;19;18.02;120
1995;2;20;17.93;120
1995;2;21;17.84;120
1995;2;22;17.75;120
1995;2;23;17.66;120
1995;2;24;17.57;120
1995;2;25;17.48;120
1995;2;26;17.4;120
1995;2;27;17.31;120
1995;2;28;17.23;120
1995;3;1;17.14;120
1995;3;2;17.05;120
1995;3;3;16.97;120
1995;3;4;16.88;120
1995;3;5;16.8;120
1995;3;6;16.71;120
1995;3;7;16.63;120
1995;3;8;16.54;120
1995;3;9;16.47;120
1995;3;10;16.38;120
1995;3;11;16.3;120
1995;3;12;16.22;120
1995;3;13;16.13;120
1995;3;14;16.06;120
1995;3;15;15.98;120
1995;3;16;15.89;120
1995;3;17;15.82;120
1995;3;18;15.74;120
1995;3;19;15.66;120
1995;3;20;15.58;120
1995;3;21;15.51;120
1995;3;22;16.47;120
1995;3;23;18.76;120
1995;3;24;16.0;120
1995;3;25;15.59;120
1995;3;26;15.58;120
1995;3;27;15.56;120
1995;3;28;15.8;120
1995;3;29;15.38;120
1995;3;30;15.57;120
1995;3;31;15.54;120
1995;4;1;15.3;120
1995;4;2;15.24;120
1995;4;3;15.17;120
1995;4;4;15.13;120
1995;4;5;15.07;120
1995;4;6;14.97;120
1995;4;7;14.89;120
1995;4;8;14.85;120
1995;4;9;15.37;120
1995;4;10;17.62;120
1995;4;11;19.41;120
1995;4;12;21.83;120
1995;4;13;20.37;120
1995;4;14;18.71;120
1995;4;15;18.42;120
1995;4;16;17.14;120
1995;4;17;16.33;120
1995;4;18;15.88;120
1995;4;19;15.5;120
1995;4;20;15.3;120
1995;4;21;15.01;120
1995;4;22;14.8;120
1995;4;23;14.82;120
1995;4;24;15.05;120
1995;4;25;15.42;120
1995;4;26;15.04;120
1995;4;27;14.82;120
1995;4;28;14.76;120
1995;4;29;14.73;120
1995;4;30;14.88;120
1995;5;1;15.43;120
1995;5;2;22.2;120
1995;5;3;31.72;120
1995;5;4;38.8;120
1995;5;5;42.42;120
1995;5;6;41.45;120
1995;5;7;43.17;120
1995;5;8;43.2;40
1995;5;9;40.0;40
1995;5;10;40.0;40
1995;5;11;38.9;40
1995;5;12;36.8;40
1995;5;13;33.9;40
1995;5;14;27.4;40
1995;5;15;26.6;40
1995;5;16;28.3;40
1995;5;17;32.9;40
1995;5;18;36.8;40
1995;5;19;42.1;40
1995;5;20;38.9;40
1995;5;21;44.3;40
1995;5;22;52.5;40
1995;5;23;57.6;40
1995;5;24;55.0;40
1995;5;25;52.5;40
1995;5;26;60.2;40
1995;5;27;81.8;40
1995;5;28;93.2;40
1995;5;29;83.4;40
1995;5;30;88.2;40
1995;5;31;91.5;40
1995;6;1;78.8;40
1995;6;2;75.7;40
1995;6;3;74.2;40
1995;6;4;60.2;40
1995;6;5;53.8;40
1995;6;6;57.6;40
1995;6;7;65.6;40
1995;6;8;78.8;40
1995;6;9;116.0;40
1995;6;10;111.0;40
1995;6;11;107.0;40
1995;6;12;124.0;40
1995;6;13;107.0;40
1995;6;14;100.0;40
1995;6;15;98.3;40
1995;6;16;91.5;40
1995;6;17;96.6;40
1995;6;18;102.0;40
1995;6;19;89.9;40
1995;6;20;75.7;40
1995;6;21;75.7;40
1995;6;22;107.0;40
1995;6;23;86.6;40
1995;6;24;100.0;40
1995;6;25;94.9;40
1995;6;26;80.3;40
1995;6;27;83.4;40
1995;6;28;85.0;40
1995;6;29;86.6;40
1995;6;30;77.2;40
1995;7;1;88.2;40
1995;7;2;78.8;40
1995;7;3;78.8;40
1995;7;4;72.8;40
1995;7;5;85.0;40
1995;7;6;68.4;40
1995;7;7;53.8;40
1995;7;8;50.1;40
1995;7;9;50.1;40
1995;7;10;57.6;40
1995;7;11;60.2;40
1995;7;12;60.2;40
1995;7;13;61.5;40
1995;7;14;56.3;40
1995;7;15;53.8;40
1995;7;16;50.1;40
1995;7;17;47.8;40
1995;7;18;47.8;40
1995;7;19;48.9;40
1995;7;20;48.9;40
1995;7;21;47.8;40
1995;7;22;45.4;40
1995;7;23;45.4;40
1995;7;24;44.3;40
1995;7;25;56.3;40
1995;7;26;57.6;40
1995;7;27;52.5;40
1995;7;28;51.3;40
1995;7;29;55.0;40
1995;7;30;62.9;40
1995;7;31;62.9;40
1995;8;1;53.8;40
1995;8;2;55.0;40
1995;8;3;60.2;40
1995;8;4;67.0;40
1995;8;5;61.5;40
1995;8;6;55.0;40
1995;8;7;58.9;40
1995;8;8;60.2;40
1995;8;9;64.3;40
1995;8;10;81.8;40
1995;8;11;85.0;40
1995;8;12;77.2;40
1995;8;13;65.6;40
1995;8;14;64.3;40
1995;8;15;58.9;40
1995;8;16;62.9;40
1995;8;17;60.2;40
1995;8;18;50.1;40
1995;8;19;46.6;40
1995;8;20;60.2;40
1995;8;21;61.5;40
1995;8;22;55.0;40
1995;8;23;48.9;40
1995;8;24;48.9;40
1995;8;25;44.3;40
1995;8;26;46.6;40
1995;8;27;43.2;40
1995;8;28;40.0;40
1995;8;29;44.3;40
1995;8;30;48.9;40
1995;8;31;55.0;40
1995;9;1;46.6;40
1995;9;2;42.1;40
1995;9;3;38.9;40
1995;9;4;36.8;40
1995;9;5;35.8;40
1995;9;6;33.9;40
1995;9;7;32.9;40
1995;9;8;33.9;40
1995;9;9;34.8;40
1995;9;10;53.8;40
1995;9;11;61.5;40
1995;9;12;46.6;40
1995;9;13;48.9;40
1995;9;14;46.6;40
1995;9;15;46.6;40
1995;9;16;43.2;40
1995;9;17;45.4;40
1995;9;18;38.9;40
1995;9;19;35.8;40
1995;9;20;38.9;40
1995;9;21;45.4;40
1995;9;22;34.8;40
1995;9;23;32.0;40
1995;9;24;29.2;40
1995;9;25;27.4;40
1995;9;26;28.3;40
1995;9;27;25.7;40
1995;9;28;24.1;40
1995;9;29;24.9;40
1995;9;30;32.0;40
1995;10;1;30.1;40
1995;10;2;37.9;40
1995;10;3;32.9;40
1995;10;4;31.0;40
1995;10;5;30.1;40
1995;10;6;30.1;40
1995;10;7;28.3;40
1995;10;8;26.6;40
1995;10;9;24.9;40
1995;10;10;24.1;40
1995;10;11;22.5;40
1995;10;12;21.7;40
1995;10;13;21.0;40
1995;10;14;21.7;40
1995;10;15;21.7;40
1995;10;16;21.7;40
1995;10;17;19.5;40
1995;10;18;21.0;40
1995;10;19;24.1;40
1995;10;20;20.2;40
1995;10;21;21.7;40
1995;10;22;20.2;40
1995;10;23;17.4;40
1995;10;24;16.1;40
1995;10;25;13.6;40
1995;10;26;10.8;40
1995;10;27;20.2;40
1995;10;28;23.3;40
1995;10;29;20.2;40
1995;10;30;21.0;40
1995;10;31;21.7;40
1995;11;1;22.5;40
1995;11;2;21.0;40
1995;11;3;20.2;40
1995;11;4;24.1;40
1995;11;5;25.7;40
1995;11;6;32.9;40
1995;11;7;38.9;40
1995;11;8;29.2;40
1995;11;9;24.9;40
1995;11;10;22.5;40
1995;11;11;21.7;40
1995;11;12;21.0;40
1995;11;13;22.5;40
1995;11;14;17.4;40
1995;11;15;15.5;40
1995;11;16;21.0;40
1995;11;17;24.9;40
1995;11;18;21.0;40
1995;11;19;19.5;40
1995;11;20;19.5;40
1995;11;21;19.5;40
1995;11;22;20.2;40
1995;11;23;14.8;40
1995;11;24;24.57;120
1995;11;25;24.44;120
1995;11;26;24.33;120
1995;11;27;24.21;120
1995;11;28;24.09;120
1995;11;29;23.97;120
1995;11;30;24.03;120
1995;12;1;25.0;120
1995;12;2;32.78;120
1995;12;3;35.7;120
1995;12;4;36.54;120
1995;12;5;38.57;120
1995;12;6;36.26;120
1995;12;7;32.44;120
1995;12;8;28.77;120
1995;12;9;26.76;120
1995;12;10;37.23;120
1995;12;11;48.62;120
1995;12;12;38.15;120
1995;12;13;30.61;120
1995;12;14;27.97;120
1995;12;15;27.68;120
1995;12;16;28.32;120
1995;12;17;26.68;120
1995;12;18;25.49;120
1995;12;19;24.97;120
1995;12;20;24.66;120
1995;12;21;24.44;120
1995;12;22;24.31;120
1995;12;23;24.18;120
1995;12;24;24.06;120
1995;12;25;23.94;120
1995;12;26;23.82;120
1995;12;27;23.71;120
1995;12;28;23.59;120
1995;12;29;23.47;120
1995;12;30;23.35;120
1995;12;31;23.24;120
1996;1;1;23.12;120
1996;1;2;23.05;120
1996;1;3;23.0;120
1996;1;4;23.28;120
1996;1;5;24.46;120
1996;1;6;25.87;120
1996;1;7;26.23;120
1996;1;8;25.25;120
1996;1;9;23.91;120
1996;1;10;23.52;120
1996;1;11;23.46;120
1996;1;12;23.43;120
1996;1;13;23.29;120
1996;1;14;23.2;120
1996;1;15;23.08;120
1996;1;16;22.92;120
1996;1;17;23.07;120
1996;1;18;22.91;120
1996;1;19;22.82;120
1996;1;20;22.73;120
1996;1;21;22.61;120
1996;1;22;22.53;120
1996;1;23;22.41;120
1996;1;24;22.3;120
1996;1;25;22.18;120
1996;1;26;22.08;120
1996;1;27;21.96;120
1996;1;28;21.85;120
1996;1;29;21.74;120
1996;1;30;21.64;120
1996;1;31;21.53;120
1996;2;1;21.42;120
1996;2;2;21.31;120
1996;2;3;21.24;120
1996;2;4;21.13;120
1996;2;5;21.02;120
1996;2;6;20.92;120
1996;2;7;20.82;120
1996;2;8;20.71;120
1996;2;9;20.61;120
1996;2;10;20.51;120
1996;2;11;20.41;120
1996;2;12;20.3;120
1996;2;13;20.23;120
1996;2;14;24.87;120
1996;2;15;33.32;120
1996;2;16;30.51;120
1996;2;17;25.62;120
1996;2;18;22.77;120
1996;2;19;21.45;120
1996;2;20;22.26;120
1996;2;21;21.64;120
1996;2;22;20.77;120
1996;2;23;20.24;120
1996;2;24;19.88;120
1996;2;25;19.77;120
1996;2;26;19.67;120
1996;2;27;19.56;120
1996;2;28;19.47;120
1996;2;29;19.37;120
1996;3;1;19.36;120
1996;3;2;19.62;120
1996;3;3;19.82;120
1996;3;4;19.85;120
1996;3;5;19.88;120
1996;3;6;21.18;120
1996;3;7;24.6;120
1996;3;8;27.25;120
1996;3;9;26.47;120
1996;3;10;23.58;120
1996;3;11;22.8;120
1996;3;12;21.92;120
1996;3;13;21.14;120
1996;3;14;20.79;120
1996;3;15;20.42;120
1996;3;16;20.59;120
1996;3;17;20.56;120
1996;3;18;19.89;120
1996;3;19;18.7;100
1996;3;20;18.7;40
1996;3;21;19.5;40
1996;3;22;18.8;40
1996;3;23;17.4;40
1996;3;24;17.4;40
1996;3;25;18.8;40
1996;3;26;17.4;40
1996;3;27;17.4;40
1996;3;28;17.4;40
1996;3;29;16.8;40
1996;3;30;17.4;40
1996;3;31;17.4;40
1996;4;1;17.4;40
1996;4;2;17.4;40
1996;4;3;21.0;40
1996;4;4;18.1;40
1996;4;5;15.5;40
1996;4;6;16.8;40
1996;4;7;18.1;40
1996;4;8;45.4;40
1996;4;9;55.0;40
1996;4;10;118.0;40
1996;4;11;75.7;40
1996;4;12;64.3;40
1996;4;13;67.0;40
1996;4;14;64.3;40
1996;4;15;62.9;40
1996;4;16;75.7;40
1996;4;17;69.9;40
1996;4;18;53.8;40
1996;4;19;41.0;40
1996;4;20;35.8;40
1996;4;21;32.9;40
1996;4;22;29.2;40
1996;4;23;27.4;40
1996;4;24;28.3;40
1996;4;25;28.3;40
1996;4;26;27.4;40
1996;4;27;29.2;40
1996;4;28;31.0;40
1996;4;29;32.0;40
1996;4;30;33.9;40
1996;5;1;29.2;40
1996;5;2;28.3;40
1996;5;3;31.0;40
1996;5;4;33.9;40
1996;5;5;28.3;40
1996;5;6;26.6;40
1996;5;7;25.7;40
1996;5;8;24.1;40
1996;5;9;37.9;40
1996;5;10;52.5;40
1996;5;11;50.1;40
1996;5;12;50.1;40
1996;5;13;53.8;40
1996;5;14;57.6;40
1996;5;15;52.5;40
1996;5;16;48.9;40
1996;5;17;42.1;40
1996;5;18;37.9;40
1996;5;19;35.8;40
1996;5;20;32.9;40
1996;5;21;33.9;40
1996;5;22;37.9;40
1996;5;23;42.1;40
1996;5;24;42.1;40
1996;5;25;46.6;40
1996;5;26;43.2;40
1996;5;27;44.3;40
1996;5;28;52.5;40
1996;5;29;56.3;40
1996;5;30;51.3;40
1996;5;31;51.3;40
1996;6;1;47.8;40
1996;6;2;45.4;40
1996;6;3;45.4;40
1996;6;4;41.0;40
1996;6;5;43.2;40
1996;6;6;44.3;40
1996;6;7;48.9;40
1996;6;8;55.0;40
1996;6;9;51.3;40
1996;6;10;52.5;40
1996;6;11;51.3;40
1996;6;12;50.1;40
1996;6;13;52.5;40
1996;6;14;53.8;40
1996;6;15;65.6;40
1996;6;16;74.2;40
1996;6;17;65.6;40
1996;6;18;64.3;40
1996;6;19;72.8;40
1996;6;20;78.8;40
1996;6;21;75.7;40
1996;6;22;74.2;40
1996;6;23;72.8;40
1996;6;24;81.8;40
1996;6;25;81.8;40
1996;6;26;74.2;40
1996;6;27;69.9;40
1996;6;28;64.3;40
1996;6;29;61.5;40
1996;6;30;60.2;40
1996;7;1;61.5;40
1996;7;2;57.6;40
1996;7;3;55.0;40
1996;7;4;51.3;40
1996;7;5;50.1;40
1996;7;6;48.9;40
1996;7;7;48.9;40
1996;7;8;50.1;40
1996;7;9;57.6;40
1996;7;10;62.9;40
1996;7;11;58.9;40
1996;7;12;57.6;40
1996;7;13;62.9;40
1996;7;14;57.6;40
1996;7;15;55.0;40
1996;7;16;53.8;40
1996;7;17;58.9;40
1996;7;18;62.9;40
1996;7;19;64.3;40
1996;7;20;61.5;40
1996;7;21;57.6;40
1996;7;22;55.0;40
1996;7;23;55.0;40
1996;7;24;61.5;40
