YYYY;MM;DD;qobs;qc_flag
2004;8;31;72.59;40
2004;9;1;58.43;40
2004;9;2;54.13;40
2004;9;3;50.28;40
2004;9;4;53.57;40
2004;9;5;53.41;40
2004;9;6;49.66;40
2004;9;7;47.67;40
2004;9;8;56.07;40
2004;9;9;53.68;40
2004;9;10;49.5;40
2004;9;11;52.04;40
2004;9;12;57.56;40
2004;9;13;40.29;40
2004;9;14;34.01;40
2004;9;15;36.94;40
2004;9;16;95.57;40
2004;9;17;117.7;40
2004;9;18;76.58;40
2004;9;19;55.18;40
2004;9;20;48.62;40
2004;9;21;41.87;40
2004;9;22;38.93;40
2004;9;23;35.63;40
2004;9;24;43.39;40
2004;9;25;65.55;40
2004;9;26;48.65;40
2004;9;27;40.9;40
2004;9;28;36.6;40
2004;9;29;41.37;40
2004;9;30;46.8;40
2004;10;1;57.55;40
2004;10;2;107.65;40
2004;10;3;73.64;40
2004;10;4;54.45;40
2004;10;5;41.31;40
2004;10;6;34.49;40
2004;10;7;33.59;40
2004;10;8;33.5;40
2004;10;9;32.37;40
2004;10;10;36.52;40
2004;10;11;36.95;40
2004;10;12;53.72;40
2004;10;13;57.97;40
2004;10;14;47.88;40
2004;10;15;42.48;40
2004;10;16;36.67;40
2004;10;17;33.7;40
2004;10;18;24.46;40
2004;10;19;23.53;40
2004;10;20;28.57;40
2004;10;21;28.55;40
2004;10;22;27.34;40
2004;10;23;25.78;40
2004;10;24;23.52;40
2004;10;25;23.11;40
2004;10;26;22.18;40
2004;10;27;22.06;40
2004;10;28;22.52;40
2004;10;29;24.85;40
2004;10;30;25.07;40
2004;10;31;22.73;40
2004;11;1;26.74;40
2004;11;2;62.14;40
2004;11;3;37.08;40
2004;11;4;25.97;40
2004;11;5;22.92;40
2004;11;6;38.42;40
2004;11;7;64.34;40
2004;11;8;37.42;40
2004;11;9;36.07;40
2004;11;10;43.08;40
2004;11;11;34.38;40
2004;11;12;26.28;40
2004;11;13;29.05;40
2004;11;14;26.28;40
2004;11;15;23.5;40
2004;11;16;24.76;40
2004;11;17;19.18;40
2004;11;18;20.67;40
2004;11;19;20.51;40
2004;11;20;20.46;100
2004;11;21;20.04;100
2004;11;22;19.63;100
2004;11;23;19.6;40
2004;11;24;24.85;40
2004;11;25;22.87;40
2004;11;26;22.67;40
2004;11;27;21.3;40
2004;11;28;29.86;40
2004;11;29;31.5;40
2004;11;30;23.75;40
2004;12;1;20.96;40
2004;12;2;21.96;40
2004;12;3;17.73;40
2004;12;4;20.32;40
2004;12;5;21.35;40
2004;12;6;25.82;40
2004;12;7;22.69;40
2004;12;8;25.0;40
2004;12;9;21.53;40
2004;12;10;21.35;40
2004;12;11;19.73;40
2004;12;12;29.28;40
2004;12;13;40.6;40
2004;12;14;29.26;40
2004;12;15;25.17;40
2004;12;16;18.65;40
2004;12;17;20.79;40
2004;12;18;20.82;40
2004;12;19;20.28;40
2004;12;20;20.4;40
2004;12;21;21.45;40
2004;12;22;18.06;40
2004;12;23;17.6;40
2004;12;24;18.23;40
2004;12;25;14.94;40
2004;12;26;19.35;40
2004;12;27;19.32;40
2004;12;28;17.5;40
2004;12;29;18.38;40
2004;12;30;15.82;40
2004;12;31;18.81;40
2005;1;1;16.53;40
2005;1;2;17.41;40
2005;1;3;16.29;40
2005;1;4;16.47;100
2005;1;5;16.47;100
2005;1;6;16.47;100
2005;1;7;16.47;100
2005;1;8;16.47;100
2005;1;9;16.47;100
2005;1;10;16.47;100
2005;1;11;16.47;100
2005;1;12;16.47;100
2005;1;13;16.47;100
2005;1;14;16.47;100
2005;1;15;16.47;100
2005;1;16;16.47;100
2005;1;17;16.47;100
2005;1;18;16.47;100
2005;1;19;16.47;100
2005;1;20;16.47;100
2005;1;21;16.47;100
2005;1;22;16.47;100
2005;1;23;16.47;100
2005;1;24;20.47;40
2005;1;25;32.59;40
2005;1;26;48.97;40
2005;1;27;47.12;40
2005;1;28;40.32;40
2005;1;29;47.32;40
2005;1;30;142.5;40
2005;1;31;99.56;40
2005;2;1;91.42;40
2005;2;2;80.02;40
2005;2;3;50.51;40
2005;2;4;40.14;40
2005;2;5;32.29;40
2005;2;6;32.04;40
2005;2;7;27.82;40
2005;2;8;26.94;40
2005;2;9;24.3;40
2005;2;10;24.45;40
2005;2;11;23.99;40
2005;2;12;23.08;40
2005;2;13;22.19;100
2005;2;14;21.75;40
2005;2;15;27.31;40
2005;2;16;33.01;40
2005;2;17;27.31;40
2005;2;18;25.38;40
2005;2;19;24.45;40
2005;2;20;23.36;40
2005;2;21;23.05;40
2005;2;22;24.31;40
2005;2;23;22.74;40
2005;2;24;21.24;40
2005;2;25;19.89;40
2005;2;26;19.44;40
2005;2;27;18.97;40
2005;2;28;18.26;40
2005;3;1;18.41;100
2005;3;2;18.41;100
2005;3;3;20.25;40
2005;3;4;19.81;40
2005;3;5;20.41;40
2005;3;6;20.35;40
2005;3;7;19.85;40
2005;3;8;20.61;40
2005;3;9;23.21;40
2005;3;10;28.18;40
2005;3;11;22.59;40
2005;3;12;18.84;40
2005;3;13;15.92;40
2005;3;14;18.3;40
2005;3;15;18.05;40
2005;3;16;18.2;40
2005;3;17;13.73;40
2005;3;18;16.21;40
2005;3;19;22.81;40
2005;3;20;31.34;120
2005;3;21;57.35;120
2005;3;22;60.19;120
2005;3;23;58.41;120
2005;3;24;92.96;120
2005;3;25;120.58;120
2005;3;26;112.58;120
2005;3;27;91.38;120
2005;3;28;79.03;120
2005;3;29;68.48;120
2005;3;30;57.85;120
2005;3;31;50.68;120
2005;4;1;44.42;120
2005;4;2;37.53;120
2005;4;3;32.97;120
2005;4;4;30.09;120
2005;4;5;28.31;120
2005;4;6;21.75;120
2005;4;7;24.53;120
2005;4;8;25.73;120
2005;4;9;25.65;120
2005;4;10;24.98;120
2005;4;11;25.52;120
2005;4;12;23.78;120
2005;4;13;23.07;120
2005;4;14;22.81;120
2005;4;15;22.47;120
2005;4;16;28.27;120
2005;4;17;49.75;120
2005;4;18;220.72;120
2005;4;19;270.1;120
2005;4;20;193.68;120
2005;4;21;111.93;120
2005;4;22;76.69;120
2005;4;23;63.77;120
2005;4;24;58.28;120
2005;4;25;62.2;120
2005;4;26;56.19;120
2005;4;27;51.52;120
2005;4;28;61.33;120
2005;4;29;59.54;120
2005;4;30;55.94;120
2005;5;1;47.02;120
2005;5;2;42.34;120
2005;5;3;38.58;120
2005;5;4;42.69;120
2005;5;5;45.22;120
2005;5;6;44.18;120
2005;5;7;43.84;120
2005;5;8;44.09;120
2005;5;9;44.94;120
2005;5;10;41.32;120
2005;5;11;37.85;120
2005;5;12;43.13;120
2005;5;13;50.44;120
2005;5;14;84.32;120
2005;5;15;85.75;120
2005;5;16;66.02;120
2005;5;17;57.02;120
2005;5;18;44.82;120
2005;5;19;42.03;120
2005;5;20;43.53;120
2005;5;21;39.33;120
2005;5;22;38.43;120
2005;5;23;40.93;120
2005;5;24;40.32;120
2005;5;25;40.14;120
2005;5;26;46.13;120
2005;5;27;53.07;120
2005;5;28;53.89;120
2005;5;29;54.72;120
2005;5;30;54.49;120
2005;5;31;53.24;120
2005;6;1;55.45;120
2005;6;2;57.71;120
2005;6;3;56.74;120
2005;6;4;55.48;120
2005;6;5;54.43;120
2005;6;6;55.37;120
2005;6;7;67.9;120
2005;6;8;69.08;120
2005;6;9;60.9;120
2005;6;10;64.54;120
2005;6;11;72.89;120
2005;6;12;68.61;120
2005;6;13;69.85;120
2005;6;14;76.57;120
2005;6;15;71.58;120
2005;6;16;66.75;120
2005;6;17;66.9;120
2005;6;18;71.03;120
2005;6;19;77.02;120
2005;6;20;75.7;120
2005;6;21;72.25;120
2005;6;22;60.79;120
2005;6;23;63.27;120
2005;6;24;63.07;120
2005;6;25;57.47;120
2005;6;26;69.53;120
2005;6;27;62.78;120
2005;6;28;73.26;120
2005;6;29;63.21;120
2005;6;30;89.7;40
2005;7;1;100.94;40
2005;7;2;79.3;120
2005;7;3;68.54;120
2005;7;4;65.91;120
2005;7;5;64.16;120
2005;7;6;63.79;120
2005;7;7;63.15;120
2005;7;8;67.57;120
2005;7;9;67.02;120
2005;7;10;60.95;120
2005;7;11;69.61;120
2005;7;12;66.02;120
2005;7;13;61.01;120
2005;7;14;61.23;120
2005;7;15;60.35;120
2005;7;16;61.53;120
2005;7;17;55.63;120
2005;7;18;54.22;120
2005;7;19;57.02;120
2005;7;20;53.34;120
2005;7;21;55.29;120
2005;7;22;58.56;120
2005;7;23;61.33;120
2005;7;24;63.28;120
2005;7;25;66.26;120
2005;7;26;60.93;120
2005;7;27;56.5;120
2005;7;28;52.77;120
2005;7;29;52.02;120
2005;7;30;50.39;120
2005;7;31;55.21;120
2005;8;1;51.73;120
2005;8;2;59.41;120
2005;8;3;56.56;40
2005;8;4;52.12;40
2005;8;5;47.46;120
2005;8;6;44.18;120
2005;8;7;56.37;120
2005;8;8;57.3;120
2005;8;9;57.73;120
2005;8;10;54.31;120
2005;8;11;49.47;120
2005;8;12;45.87;120
2005;8;13;42.28;120
2005;8;14;49.9;120
2005;8;15;53.44;120
2005;8;16;73.78;120
2005;8;17;77.25;120
2005;8;18;57.5;120
2005;8;19;52.09;120
2005;8;20;57.3;120
2005;8;21;56.73;120
2005;8;22;53.32;120
2005;8;23;45.22;120
2005;8;24;39.82;120
2005;8;25;32.31;120
2005;8;26;30.23;120
2005;8;27;29.62;120
2005;8;28;28.71;120
2005;8;29;28.15;120
2005;8;30;35.22;120
2005;8;31;36.04;120
2005;9;1;26.68;100
2005;9;2;25.86;100
2005;9;3;24.76;100
2005;9;4;24.35;100
2005;9;5;26.73;100
2005;9;6;27.44;100
2005;9;7;22.94;100
2005;9;8;22.06;100
2005;9;9;22.35;100
2005;9;10;31.92;100
2005;9;11;28.92;100
2005;9;12;35.54;100
2005;9;13;50.74;100
2005;9;14;32.67;100
2005;9;15;27.83;100
2005;9;16;29.34;100
2005;9;17;40.06;100
2005;9;18;33.9;100
2005;9;19;29.45;100
2005;9;20;26.91;100
2005;9;21;25.23;100
2005;9;22;24.02;40
2005;9;23;21.65;40
2005;9;24;21.01;40
2005;9;25;20.24;40
2005;9;26;19.49;40
2005;9;27;20.97;40
2005;9;28;20.34;40
2005;9;29;18.87;40
2005;9;30;14.56;40
2005;10;1;20.35;40
2005;10;2;28.02;40
2005;10;3;24.71;40
2005;10;4;35.29;40
2005;10;5;29.24;40
2005;10;6;29.36;40
2005;10;7;27.34;40
2005;10;8;23.33;40
2005;10;9;21.58;40
2005;10;10;18.97;40
2005;10;11;19.79;40
2005;10;12;19.82;40
2005;10;13;19.39;40
2005;10;14;15.39;40
2005;10;15;38.47;40
2005;10;16;57.11;40
2005;10;17;62.03;40
2005;10;18;50.34;40
2005;10;19;38.15;40
2005;10;20;30.63;40
2005;10;21;26.04;40
2005;10;22;24.51;40
2005;10;23;24.4;40
2005;10;24;23.25;40
2005;10;25;21.41;40
2005;10;26;17.55;40
2005;10;27;18.49;40
2005;10;28;15.88;40
2005;10;29;13.49;40
2005;10;30;18.91;40
2005;10;31;20.19;40
2005;11;1;20.24;40
2005;11;2;19.95;40
2005;11;3;20.41;40
2005;11;4;19.16;40
2005;11;5;17.33;40
2005;11;6;19.51;40
2005;11;7;19.63;40
2005;11;8;19.41;40
2005;11;9;17.32;40
2005;11;10;16.85;100
2005;11;11;16.79;100
2005;11;12;15.67;100
2005;11;13;15.61;100
2005;11;14;15.94;100
2005;11;15;16.56;100
2005;11;16;20.15;100
2005;11;17;20.2;40
2005;11;18;19.87;40
2005;11;19;27.55;40
2005;11;20;30.84;40
2005;11;21;21.3;40
2005;11;22;21.86;40
2005;11;23;19.12;40
2005;11;24;16.01;100
2005;11;25;15.78;100
2005;11;26;15.78;100
2005;11;27;15.77;100
2005;11;28;15.75;100
2005;11;29;15.74;100
2005;11;30;15.66;100
2005;12;1;16.62;40
2005;12;2;16.65;100
2005;12;3;16.22;100
2005;12;4;16.16;100
2005;12;5;16.11;100
2005;12;6;16.45;100
2005;12;7;17.55;40
2005;12;8;22.87;40
2005;12;9;21.91;40
2005;12;10;19.8;40
2005;12;11;17.56;40
2005;12;12;19.84;40
2005;12;13;24.69;40
2005;12;14;43.04;40
2005;12;15;30.88;40
2005;12;16;22.59;40
2005;12;17;19.26;40
2005;12;18;21.79;40
2005;12;19;18.53;40
2005;12;20;21.02;40
2005;12;21;19.28;40
2005;12;22;18.93;40
2005;12;23;18.38;40
2005;12;24;17.81;40
2005;12;25;36.59;40
2005;12;26;127.61;40
2005;12;27;124.69;40
2005;12;28;62.15;40
2005;12;29;41.12;40
2005;12;30;26.16;40
2005;12;31;27.5;40
2006;1;1;29.08;40
2006;1;2;41.31;40
2006;1;3;29.49;40
2006;1;4;87.3;40
2006;1;5;100.3;40
2006;1;6;55.01;40
2006;1;7;46.95;40
2006;1;8;38.1;100
2006;1;9;31.18;100
2006;1;10;27.47;100
2006;1;11;23.91;100
2006;1;12;22.26;100
2006;1;13;21.89;100
2006;1;14;21.26;100
2006;1;15;20.93;100
2006;1;16;20.45;100
2006;1;17;20.3;100
2006;1;18;20.25;100
2006;1;19;19.96;100
2006;1;20;20.91;100
2006;1;21;29.82;40
2006;1;22;30.21;40
2006;1;23;24.32;40
2006;1;24;23.89;40
2006;1;25;23.52;40
2006;1;26;24.95;40
2006;1;27;29.24;40
2006;1;28;29.77;40
2006;1;29;96.65;40
2006;1;30;92.27;40
2006;1;31;50.2;40
2006;2;1;52.88;40
2006;2;2;63.86;40
2006;2;3;43.78;40
2006;2;4;42.49;40
2006;2;5;63.13;40
2006;2;6;47.49;100
2006;2;7;32.16;100
2006;2;8;27.07;100
2006;2;9;26.96;100
2006;2;10;33.52;100
2006;2;11;30.09;40
2006;2;12;25.63;40
2006;2;13;34.54;40
2006;2;14;29.16;40
2006;2;15;25.62;40
2006;2;16;23.14;40
2006;2;17;25.11;40
2006;2;18;25.19;40
2006;2;19;25.83;40
2006;2;20;23.8;40
2006;2;21;46.68;40
2006;2;22;102.48;40
2006;2;23;58.51;40
2006;2;24;39.62;40
2006;2;25;31.96;40
2006;2;26;28.99;40
2006;2;27;27.28;40
2006;2;28;22.19;100
2006;3;1;19.62;100
2006;3;2;19.41;100
2006;3;3;19.39;100
2006;3;4;19.36;100
2006;3;5;19.27;100
2006;3;6;17.79;100
2006;3;7;18.07;100
2006;3;8;23.11;100
2006;3;9;21.85;40
2006;3;10;20.92;40
2006;3;11;21.64;40
2006;3;12;21.32;40
2006;3;13;20.6;40
2006;3;14;19.76;40
2006;3;15;19.98;40
2006;3;16;23.94;40
2006;3;17;26.84;40
2006;3;18;30.37;40
2006;3;19;29.43;40
2006;3;20;25.16;40
2006;3;21;21.59;40
2006;3;22;18.59;100
2006;3;23;17.32;100
2006;3;24;16.94;100
2006;3;25;16.36;100
2006;3;26;15.94;100
2006;3;27;15.34;100
2006;3;28;14.75;100
2006;3;29;14.93;100
2006;3;30;15.16;100
2006;3;31;14.25;100
2006;4;1;13.82;100
2006;4;2;13.91;100
2006;4;3;13.59;100
2006;4;4;13.86;100
2006;4;5;12.92;100
2006;4;6;12.76;100
2006;4;7;15.17;100
2006;4;8;17.38;100
2006;4;9;17.38;40
2006;4;10;39.67;40
2006;4;11;23.3;40
2006;4;12;20.01;40
2006;4;13;18.66;40
2006;4;14;17.85;40
2006;4;15;17.74;40
2006;4;16;17.04;40
2006;4;17;16.99;40
2006;4;18;16.8;40
2006;4;19;16.69;40
2006;4;20;16.74;40
2006;4;21;19.42;40
2006;4;22;18.68;40
2006;4;23;16.88;40
2006;4;24;16.35;40
2006;4;25;16.82;40
2006;4;26;16.43;40
2006;4;27;17.58;40
2006;4;28;20.64;40
2006;4;29;26.12;40
2006;4;30;30.46;40
2006;5;1;24.15;40
2006;5;2;23.33;40
2006;5;3;69.54;40
2006;5;4;70.9;40
2006;5;5;77.03;40
2006;5;6;61.97;40
2006;5;7;59.14;40
2006;5;8;64.43;40
2006;5;9;64.6;40
2006;5;10;58.87;40
2006;5;11;54.26;40
2006;5;12;45.03;40
2006;5;13;37.01;40
2006;5;14;35.68;40
2006;5;15;35.25;40
2006;5;16;34.42;40
2006;5;17;32.81;40
2006;5;18;32.12;40
2006;5;19;30.84;40
2006;5;20;28.37;40
2006;5;21;26.4;40
2006;5;22;25.14;40
2006;5;23;25.17;40
2006;5;24;24.94;40
2006;5;25;25.58;40
2006;5;26;28.85;40
2006;5;27;34.22;40
2006;5;28;37.06;40
2006;5;29;43.78;40
2006;5;30;49.52;40
2006;5;31;61.43;40
2006;6;1;73.52;40
2006;6;2;83.32;40
2006;6;3;69.81;40
2006;6;4;61.56;40
2006;6;5;69.7;40
2006;6;6;69.63;40
2006;6;7;74.3;40
2006;6;8;78.34;40
2006;6;9;62.87;40
2006;6;10;80.85;40
2006;6;11;100.83;40
2006;6;12;101.22;40
2006;6;13;82.28;40
2006;6;14;74.85;40
2006;6;15;81.65;40
2006;6;16;73.43;40
2006;6;17;74.53;40
2006;6;18;62.42;40
2006;6;19;64.67;40
2006;6;20;71.22;40
2006;6;21;64.0;40
2006;6;22;59.38;40
2006;6;23;53.58;40
2006;6;24;56.36;40
2006;6;25;57.17;40
2006;6;26;57.73;40
2006;6;27;55.13;40
2006;6;28;52.9;40
2006;6;29;76.06;40
2006;6;30;127.07;40
2006;7;1;119.06;40
2006;7;2;80.71;40
2006;7;3;68.62;40
2006;7;4;78.59;40
2006;7;5;77.07;40
2006;7;6;68.51;40
2006;7;7;62.26;40
2006;7;8;56.37;40
2006;7;9;51.15;40
2006;7;10;48.57;40
2006;7;11;52.38;40
2006;7;12;53.93;40
2006;7;13;50.89;40
2006;7;14;55.77;40
2006;7;15;60.74;40
2006;7;16;57.98;40
2006;7;17;51.14;40
2006;7;18;48.92;40
2006;7;19;46.29;40
2006;7;20;49.41;40
2006;7;21;49.04;40
2006;7;22;43.32;40
2006;7;23;43.64;40
2006;7;24;43.11;40
2006;7;25;41.27;40
2006;7;26;43.16;40
2006;7;27;51.34;40
2006;7;28;66.53;40
2006;7;29;60.34;40
2006;7;30;69.38;40
2006;7;31;61.79;40
2006;8;1;55.16;40
2006;8;2;52.79;40
2006;8;3;50.46;40
2006;8;4;61.06;40
2006;8;5;57.63;40
2006;8;6;58.95;40
2006;8;7;49.24;40
2006;8;8;48.61;40
2006;8;9;46.52;40
2006;8;10;47.61;40
2006;8;11;48.27;40
2006;8;12;41.34;40
2006;8;13;46.88;40
2006;8;14;45.41;40
2006;8;15;45.03;40
2006;8;16;41.78;40
2006;8;17;39.44;40
2006;8;18;39.17;40
2006;8;19;36.91;40
2006;8;20;36.31;40
2006;8;21;36.49;40
2006;8;22;39.53;40
2006;8;23;44.41;40
2006;8;24;39.77;40
2006;8;25;39.3;40
2006;8;26;46.27;40
2006;8;27;42.7;40
2006;8;28;36.83;40
2006;8;29;32.9;40
2006;8;30;30.36;40
2006;8;31;30.22;40
2006;9;1;33.02;40
2006;9;2;33.39;40
2006;9;3;31.73;40
2006;9;4;29.7;40
2006;9;5;33.91;40
2006;9;6;32.7;40
2006;9;7;34.45;40
2006;9;8;54.79;40
2006;9;9;49.25;40
2006;9;10;37.85;40
2006;9;11;41.46;40
2006;9;12;34.0;40
2006;9;13;68.64;40
2006;9;14;126.03;40
2006;9;15;122.25;40
2006;9;16;57.39;40
2006;9;17;91.92;40
2006;9;18;94.44;40
2006;9;19;141.54;40
2006;9;20;86.16;40
2006;9;21;52.63;40
2006;9;22;38.66;40
2006;9;23;34.15;40
2006;9;24;35.59;40
2006;9;25;33.4;40
2006;9;26;29.96;40
2006;9;27;28.9;40
2006;9;28;34.02;40
2006;9;29;37.84;40
2006;9;30;33.42;40
2006;10;1;29.86;40
2006;10;2;28.43;40
2006;10;3;27.72;40
2006;10;4;33.8;40
2006;10;5;34.57;40
2006;10;6;28.63;40
2006;10;7;26.08;40
2006;10;8;40.35;40
2006;10;9;46.22;40
2006;10;10;38.78;40
2006;10;11;67.84;40
2006;10;12;110.25;40
2006;10;13;74.3;40
2006;10;14;78.56;40
2006;10;15;55.93;40
2006;10;16;50.21;40
2006;10;17;36.44;40
2006;10;18;31.44;40
2006;10;19;29.09;40
2006;10;20;28.86;40
2006;10;21;27.87;40
2006;10;22;26.65;40
2006;10;23;25.67;40
2006;10;24;22.92;40
2006;10;25;23.3;40
2006;10;26;23.95;40
2006;10;27;27.37;40
2006;10;28;39.73;40
2006;10;29;33.07;40
2006;10;30;28.27;40
2006;10;31;24.69;40
2006;11;1;26.63;40
2006;11;2;27.65;40
2006;11;3;51.08;40
2006;11;4;66.51;40
2006;11;5;114.09;40
2006;11;6;47.77;40
2006;11;7;37.72;40
2006;11;8;33.81;40
2006;11;9;32.44;40
2006;11;10;41.84;40
2006;11;11;25.69;40
2006;11;12;34.15;40
2006;11;13;37.2;40
2006;11;14;27.42;100
2006;11;15;24.29;100
2006;11;16;22.74;100
2006;11;17;21.71;100
2006;11;18;20.92;100
2006;11;19;20.51;100
2006;11;20;20.79;100
2006;11;21;21.22;100
2006;11;22;20.98;100
2006;11;23;21.15;100
2006;11;24;21.48;100
2006;11;25;21.32;100
2006;11;26;20.76;100
2006;11;27;21.99;100
2006;11;28;27.78;40
2006;11;29;52.21;100
2006;11;30;34.67;40
2006;12;1;28.69;40
2006;12;2;27.24;40
2006;12;3;25.53;40
2006;12;4;24.64;40
2006;12;5;23.0;40
2006;12;6;21.37;40
2006;12;7;20.1;100
2006;12;8;19.04;100
2006;12;9;17.82;100
2006;12;10;17.16;100
2006;12;11;17.48;100
2006;12;12;17.77;100
2006;12;13;17.91;100
2006;12;14;17.75;100
2006;12;15;17.0;100
2006;12;16;17.02;100
2006;12;17;17.81;100
2006;12;18;22.66;100
2006;12;19;136.94;100
2006;12;20;465.37;100
2006;12;21;174.19;100
2006;12;22;61.08;40
2006;12;23;74.2;40
2006;12;24;137.03;40
2006;12;25;69.53;40
2006;12;26;47.0;40
2006;12;27;40.16;40
2006;12;28;79.37;40
2006;12;29;197.06;40
2006;12;30;107.12;40
2006;12;31;53.94;40
2007;1;1;40.1;100
2007;1;2;31.98;100
2007;1;3;28.7;100
2007;1;4;27.39;100
2007;1;5;25.9;100
2007;1;6;24.65;100
2007;1;7;23.11;100
2007;1;8;21.89;100
2007;1;9;21.31;100
2007;1;10;20.92;100
2007;1;11;20.54;100
2007;1;12;20.15;100
2007;1;13;20.25;100
2007;1;14;20.01;100
2007;1;15;19.34;100
2007;1;16;18.79;100
2007;1;17;18.48;100
2007;1;18;18.31;100
2007;1;19;18.21;100
2007;1;20;18.01;100
2007;1;21;17.83;100
2007;1;22;18.44;100
2007;1;23;19.27;100
2007;1;24;19.93;100
2007;1;25;20.62;100
2007;1;26;22.46;100
2007;1;27;24.2;40
2007;1;28;26.72;40
2007;1;29;50.64;40
2007;1;30;44.62;40
2007;1;31;27.89;40
2007;2;1;26.84;40
2007;2;2;29.35;40
2007;2;3;46.39;40
2007;2;4;27.8;40
2007;2;5;23.0;100
2007;2;6;20.64;100
2007;2;7;20.02;100
2007;2;8;19.75;100
2007;2;9;19.17;100
2007;2;10;19.58;100
2007;2;11;20.84;40
2007;2;12;21.2;40
2007;2;13;21.25;40
2007;2;14;21.29;40
2007;2;15;22.83;40
2007;2;16;31.18;40
2007;2;17;25.37;40
2007;2;18;23.19;40
2007;2;19;30.7;40
2007;2;20;29.27;40
2007;2;21;23.41;40
2007;2;22;20.63;40
2007;2;23;21.22;40
2007;2;24;19.5;100
2007;2;25;17.54;100
2007;2;26;16.86;100
2007;2;27;16.78;100
2007;2;28;16.65;100
2007;3;1;16.06;100
2007;3;2;17.24;100
2007;3;3;18.54;40
2007;3;4;18.83;40
2007;3;5;17.78;40
2007;3;6;18.37;40
2007;3;7;17.97;40
2007;3;8;17.13;40
2007;3;9;17.13;40
2007;3;10;15.75;40
2007;3;11;15.84;40
2007;3;12;17.33;40
2007;3;13;18.19;40
2007;3;14;18.64;40
2007;3;15;17.75;40
2007;3;16;17.31;40
2007;3;17;17.13;40
2007;3;18;15.88;40
2007;3;19;14.41;40
2007;3;20;16.99;40
2007;3;21;17.69;40
2007;3;22;16.76;40
2007;3;23;29.96;40
2007;3;24;26.75;40
2007;3;25;26.95;40
2007;3;26;25.6;40
2007;3;27;22.54;40
2007;3;28;20.36;40
2007;3;29;19.27;40
2007;3;30;18.58;40
2007;3;31;23.95;40
2007;4;1;58.31;40
2007;4;2;44.09;40
2007;4;3;36.21;40
2007;4;4;42.77;40
2007;4;5;34.2;40
2007;4;6;27.8;40
2007;4;7;24.2;40
2007;4;8;22.41;40
2007;4;9;23.34;40
2007;4;10;24.23;40
2007;4;11;22.15;40
2007;4;12;25.47;40
2007;4;13;34.37;40
2007;4;14;72.42;40
2007;4;15;47.42;40
2007;4;16;32.41;40
2007;4;17;27.53;40
2007;4;18;25.18;40
2007;4;19;23.11;40
2007;4;20;22.33;40
2007;4;21;28.75;40
2007;4;22;36.4;40
2007;4;23;62.32;40
2007;4;24;92.79;40
2007;4;25;66.44;40
2007;4;26;46.1;40
2007;4;27;65.3;40
2007;4;28;114.83;40
2007;4;29;120.23;40
2007;4;30;112.71;40
2007;5;1;96.57;40
2007;5;2;99.84;40
2007;5;3;63.83;40
2007;5;4;45.6;40
2007;5;5;38.4;40
2007;5;6;32.76;40
2007;5;7;31.05;40
2007;5;8;29.49;40
2007;5;9;28.55;40
2007;5;10;28.76;40
2007;5;11;28.44;40
2007;5;12;28.4;40
2007;5;13;28.93;40
2007;5;14;31.37;40
2007;5;15;33.09;40
2007;5;16;35.56;40
2007;5;17;32.47;40
2007;5;18;29.19;40
2007;5;19;30.66;40
2007;5;20;32.41;40
2007;5;21;30.68;40
2007;5;22;26.92;40
2007;5;23;25.32;40
2007;5;24;24.46;40
2007;5;25;23.69;40
2007;5;26;23.98;40
2007;5;27;25.45;40
2007;5;28;28.29;40
2007;5;29;33.36;40
2007;5;30;40.09;40
2007;5;31;55.22;40
2007;6;1;123.28;40
2007;6;2;186.06;40
2007;6;3;172.4;40
2007;6;4;132.43;40
2007;6;5;172.98;40
2007;6;6;142.15;40
2007;6;7;116.04;40
2007;6;8;91.98;40
2007;6;9;89.18;40
2007;6;10;84.41;40
2007;6;11;83.0;40
2007;6;12;91.5;40
2007;6;13;82.64;40
2007;6;14;73.43;40
2007;6;15;63.57;40
2007;6;16;62.42;40
2007;6;17;61.07;40
2007;6;18;58.53;40
2007;6;19;62.22;40
2007;6;20;63.34;40
2007;6;21;58.81;40
2007;6;22;53.31;40
2007;6;23;59.22;40
2007;6;24;58.14;40
2007;6;25;55.37;40
2007;6;26;58.03;40
2007;6;27;54.96;40
2007;6;28;51.33;40
2007;6;29;51.94;40
2007;6;30;52.28;40
2007;7;1;56.1;40
2007;7;2;56.52;40
2007;7;3;54.85;40
2007;7;4;59.29;40
2007;7;5;62.06;40
2007;7;6;69.86;40
2007;7;7;59.09;40
2007;7;8;63.64;40
2007;7;9;68.92;40
2007;7;10;63.85;40
2007;7;11;62.36;40
2007;7;12;60.2;40
2007;7;13;56.7;40
2007;7;14;57.72;40
2007;7;15;53.49;40
2007;7;16;53.21;40
2007;7;17;52.21;40
2007;7;18;53.91;40
2007;7;19;49.37;40
2007;7;20;47.58;40
2007;7;21;51.94;40
2007;7;22;55.34;40
2007;7;23;51.49;40
2007;7;24;51.36;40
2007;7;25;47.44;40
2007;7;26;42.73;40
2007;7;27;41.73;40
2007;7;28;42.22;40
2007;7;29;40.07;40
2007;7;30;39.75;40
2007;7;31;47.56;40
2007;8;1;42.47;40
2007;8;2;40.53;40
2007;8;3;48.41;40
2007;8;4;49.38;40
2007;8;5;44.51;40
2007;8;6;39.58;40
2007;8;7;39.38;40
2007;8;8;43.87;40
2007;8;9;50.87;40
2007;8;10;61.99;40
